site,site_dir,somsc_summary,biomass_summary,n2o_summary,somsc_result,biomass_result,n2o_result,n2o_summary_plot_count,n2o_year_summary_plot_count,biomass_livec_plot_count,somsc_spinup_png,somsc_spinup_png_exists,somsc_exp_png,somsc_exp_png_exists,somsc_scatter_png,somsc_scatter_png_exists,biomass_scatter_png,biomass_scatter_png_exists,n2o_scatter_png,n2o_scatter_png_exists
Agegnehu_2015,assets/Agegnehu_2015,assets/Agegnehu_2015/somsc_check/somsc_check_summary.txt,assets/Agegnehu_2015/biomass_check/biomass_check_summary.txt,assets/Agegnehu_2015/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,0,7,assets/Agegnehu_2015/somsc_check/somsc_timeseries_spinup.png,True,assets/Agegnehu_2015/somsc_check/somsc_timeseries_exp.png,True,assets/Agegnehu_2015/somsc_check/observed_vs_modeled_somsc.png,True,assets/Agegnehu_2015/biomass_check/observed_vs_modeled_biomass.png,False,assets/Agegnehu_2015/n2o_check/observed_vs_modeled_n2o.png,False
Anandakumar_2022,assets/Anandakumar_2022,assets/Anandakumar_2022/somsc_check/somsc_check_summary.txt,assets/Anandakumar_2022/biomass_check/biomass_check_summary.txt,assets/Anandakumar_2022/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,0,6,assets/Anandakumar_2022/somsc_check/somsc_timeseries_spinup.png,True,assets/Anandakumar_2022/somsc_check/somsc_timeseries_exp.png,True,assets/Anandakumar_2022/somsc_check/observed_vs_modeled_somsc.png,False,assets/Anandakumar_2022/biomass_check/observed_vs_modeled_biomass.png,False,assets/Anandakumar_2022/n2o_check/observed_vs_modeled_n2o.png,False
Aravindh_2023,assets/Aravindh_2023,assets/Aravindh_2023/somsc_check/somsc_check_summary.txt,assets/Aravindh_2023/biomass_check/biomass_check_summary.txt,assets/Aravindh_2023/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,8,10,assets/Aravindh_2023/somsc_check/somsc_timeseries_spinup.png,True,assets/Aravindh_2023/somsc_check/somsc_timeseries_exp.png,True,assets/Aravindh_2023/somsc_check/observed_vs_modeled_somsc.png,False,assets/Aravindh_2023/biomass_check/observed_vs_modeled_biomass.png,False,assets/Aravindh_2023/n2o_check/observed_vs_modeled_n2o.png,False
Aulakh_2013,assets/Aulakh_2013,assets/Aulakh_2013/somsc_check/somsc_check_summary.txt,assets/Aulakh_2013/biomass_check/biomass_check_summary.txt,assets/Aulakh_2013/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,16,18,assets/Aulakh_2013/somsc_check/somsc_timeseries_spinup.png,True,assets/Aulakh_2013/somsc_check/somsc_timeseries_exp.png,True,assets/Aulakh_2013/somsc_check/observed_vs_modeled_somsc.png,True,assets/Aulakh_2013/biomass_check/observed_vs_modeled_biomass.png,False,assets/Aulakh_2013/n2o_check/observed_vs_modeled_n2o.png,False
Babu_2016,assets/Babu_2016,assets/Babu_2016/somsc_check/somsc_check_summary.txt,assets/Babu_2016/biomass_check/biomass_check_summary.txt,assets/Babu_2016/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,9,11,assets/Babu_2016/somsc_check/somsc_timeseries_spinup.png,True,assets/Babu_2016/somsc_check/somsc_timeseries_exp.png,True,assets/Babu_2016/somsc_check/observed_vs_modeled_somsc.png,True,assets/Babu_2016/biomass_check/observed_vs_modeled_biomass.png,False,assets/Babu_2016/n2o_check/observed_vs_modeled_n2o.png,False
Banerjee_2018,assets/Banerjee_2018,assets/Banerjee_2018/somsc_check/somsc_check_summary.txt,assets/Banerjee_2018/biomass_check/biomass_check_summary.txt,assets/Banerjee_2018/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,,0,0,6,assets/Banerjee_2018/somsc_check/somsc_timeseries_spinup.png,True,assets/Banerjee_2018/somsc_check/somsc_timeseries_exp.png,True,assets/Banerjee_2018/somsc_check/observed_vs_modeled_somsc.png,False,assets/Banerjee_2018/biomass_check/observed_vs_modeled_biomass.png,False,assets/Banerjee_2018/n2o_check/observed_vs_modeled_n2o.png,False
Behera_2021_reformatted,assets/Behera_2021_reformatted,assets/Behera_2021_reformatted/somsc_check/somsc_check_summary.txt,assets/Behera_2021_reformatted/biomass_check/biomass_check_summary.txt,assets/Behera_2021_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,20,22,assets/Behera_2021_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Behera_2021_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Behera_2021_reformatted/somsc_check/observed_vs_modeled_somsc.png,False,assets/Behera_2021_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Behera_2021_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Bhattacharya_2023,assets/Bhattacharya_2023,assets/Bhattacharya_2023/somsc_check/somsc_check_summary.txt,assets/Bhattacharya_2023/biomass_check/biomass_check_summary.txt,assets/Bhattacharya_2023/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - Comparison CSV not found.,4,4,6,assets/Bhattacharya_2023/somsc_check/somsc_timeseries_spinup.png,True,assets/Bhattacharya_2023/somsc_check/somsc_timeseries_exp.png,True,assets/Bhattacharya_2023/somsc_check/observed_vs_modeled_somsc.png,False,assets/Bhattacharya_2023/biomass_check/observed_vs_modeled_biomass.png,False,assets/Bhattacharya_2023/n2o_check/observed_vs_modeled_n2o.png,False
Bhattacharyya_2018_reformatted,assets/Bhattacharyya_2018_reformatted,assets/Bhattacharyya_2018_reformatted/somsc_check/somsc_check_summary.txt,assets/Bhattacharyya_2018_reformatted/biomass_check/biomass_check_summary.txt,assets/Bhattacharyya_2018_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: OK for Calibration - All points have simulated >= observed (no shortfalls).,3,3,5,assets/Bhattacharyya_2018_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Bhattacharyya_2018_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Bhattacharyya_2018_reformatted/somsc_check/observed_vs_modeled_somsc.png,False,assets/Bhattacharyya_2018_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Bhattacharyya_2018_reformatted/n2o_check/observed_vs_modeled_n2o.png,True
Biswakarma_2019,assets/Biswakarma_2019,assets/Biswakarma_2019/somsc_check/somsc_check_summary.txt,assets/Biswakarma_2019/biomass_check/biomass_check_summary.txt,assets/Biswakarma_2019/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,12,14,assets/Biswakarma_2019/somsc_check/somsc_timeseries_spinup.png,True,assets/Biswakarma_2019/somsc_check/somsc_timeseries_exp.png,True,assets/Biswakarma_2019/somsc_check/observed_vs_modeled_somsc.png,False,assets/Biswakarma_2019/biomass_check/observed_vs_modeled_biomass.png,False,assets/Biswakarma_2019/n2o_check/observed_vs_modeled_n2o.png,False
Borah_2023,assets/Borah_2023,assets/Borah_2023/somsc_check/somsc_check_summary.txt,assets/Borah_2023/biomass_check/biomass_check_summary.txt,assets/Borah_2023/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,8,10,assets/Borah_2023/somsc_check/somsc_timeseries_spinup.png,True,assets/Borah_2023/somsc_check/somsc_timeseries_exp.png,True,assets/Borah_2023/somsc_check/observed_vs_modeled_somsc.png,True,assets/Borah_2023/biomass_check/observed_vs_modeled_biomass.png,False,assets/Borah_2023/n2o_check/observed_vs_modeled_n2o.png,False
Chary_2019,assets/Chary_2019,assets/Chary_2019/somsc_check/somsc_check_summary.txt,assets/Chary_2019/biomass_check/biomass_check_summary.txt,assets/Chary_2019/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,48,50,assets/Chary_2019/somsc_check/somsc_timeseries_spinup.png,True,assets/Chary_2019/somsc_check/somsc_timeseries_exp.png,True,assets/Chary_2019/somsc_check/observed_vs_modeled_somsc.png,True,assets/Chary_2019/biomass_check/observed_vs_modeled_biomass.png,False,assets/Chary_2019/n2o_check/observed_vs_modeled_n2o.png,False
Chatterjee_2018,assets/Chatterjee_2018,assets/Chatterjee_2018/somsc_check/somsc_check_summary.txt,assets/Chatterjee_2018/biomass_check/biomass_check_summary.txt,assets/Chatterjee_2018/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,12,14,assets/Chatterjee_2018/somsc_check/somsc_timeseries_spinup.png,True,assets/Chatterjee_2018/somsc_check/somsc_timeseries_exp.png,True,assets/Chatterjee_2018/somsc_check/observed_vs_modeled_somsc.png,True,assets/Chatterjee_2018/biomass_check/observed_vs_modeled_biomass.png,False,assets/Chatterjee_2018/n2o_check/observed_vs_modeled_n2o.png,False
Chaudhari_2020,assets/Chaudhari_2020,assets/Chaudhari_2020/somsc_check/somsc_check_summary.txt,assets/Chaudhari_2020/biomass_check/biomass_check_summary.txt,assets/Chaudhari_2020/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,5,7,assets/Chaudhari_2020/somsc_check/somsc_timeseries_spinup.png,True,assets/Chaudhari_2020/somsc_check/somsc_timeseries_exp.png,True,assets/Chaudhari_2020/somsc_check/observed_vs_modeled_somsc.png,True,assets/Chaudhari_2020/biomass_check/observed_vs_modeled_biomass.png,False,assets/Chaudhari_2020/n2o_check/observed_vs_modeled_n2o.png,False
Chaudhary_2017_reformatted,assets/Chaudhary_2017_reformatted,assets/Chaudhary_2017_reformatted/somsc_check/somsc_check_summary.txt,assets/Chaudhary_2017_reformatted/biomass_check/biomass_check_summary.txt,assets/Chaudhary_2017_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,12,14,assets/Chaudhary_2017_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Chaudhary_2017_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Chaudhary_2017_reformatted/somsc_check/observed_vs_modeled_somsc.png,True,assets/Chaudhary_2017_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Chaudhary_2017_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Chinnadurai_2013,assets/Chinnadurai_2013,assets/Chinnadurai_2013/somsc_check/somsc_check_summary.txt,assets/Chinnadurai_2013/biomass_check/biomass_check_summary.txt,assets/Chinnadurai_2013/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,0,5,assets/Chinnadurai_2013/somsc_check/somsc_timeseries_spinup.png,True,assets/Chinnadurai_2013/somsc_check/somsc_timeseries_exp.png,True,assets/Chinnadurai_2013/somsc_check/observed_vs_modeled_somsc.png,False,assets/Chinnadurai_2013/biomass_check/observed_vs_modeled_biomass.png,False,assets/Chinnadurai_2013/n2o_check/observed_vs_modeled_n2o.png,False
Choudhary_2018_reformatted,assets/Choudhary_2018_reformatted,assets/Choudhary_2018_reformatted/somsc_check/somsc_check_summary.txt,assets/Choudhary_2018_reformatted/biomass_check/biomass_check_summary.txt,assets/Choudhary_2018_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,20,22,assets/Choudhary_2018_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Choudhary_2018_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Choudhary_2018_reformatted/somsc_check/observed_vs_modeled_somsc.png,True,assets/Choudhary_2018_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Choudhary_2018_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Das_2013_reformatted,assets/Das_2013_reformatted,assets/Das_2013_reformatted/somsc_check/somsc_check_summary.txt,assets/Das_2013_reformatted/biomass_check/biomass_check_summary.txt,assets/Das_2013_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,16,18,assets/Das_2013_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Das_2013_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Das_2013_reformatted/somsc_check/observed_vs_modeled_somsc.png,True,assets/Das_2013_reformatted/biomass_check/observed_vs_modeled_biomass.png,True,assets/Das_2013_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Das_2018_reformatted,assets/Das_2018_reformatted,assets/Das_2018_reformatted/somsc_check/somsc_check_summary.txt,assets/Das_2018_reformatted/biomass_check/biomass_check_summary.txt,assets/Das_2018_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,5,7,assets/Das_2018_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Das_2018_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Das_2018_reformatted/somsc_check/observed_vs_modeled_somsc.png,True,assets/Das_2018_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Das_2018_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Dhadli_2016,assets/Dhadli_2016,assets/Dhadli_2016/somsc_check/somsc_check_summary.txt,assets/Dhadli_2016/biomass_check/biomass_check_summary.txt,assets/Dhadli_2016/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: OK for Calibration - All points have simulated >= observed (no shortfalls).,4,0,6,assets/Dhadli_2016/somsc_check/somsc_timeseries_spinup.png,True,assets/Dhadli_2016/somsc_check/somsc_timeseries_exp.png,True,assets/Dhadli_2016/somsc_check/observed_vs_modeled_somsc.png,False,assets/Dhadli_2016/biomass_check/observed_vs_modeled_biomass.png,False,assets/Dhadli_2016/n2o_check/observed_vs_modeled_n2o.png,True
Dinesh_2022,assets/Dinesh_2022,assets/Dinesh_2022/somsc_check/somsc_check_summary.txt,assets/Dinesh_2022/biomass_check/biomass_check_summary.txt,assets/Dinesh_2022/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,0,10,assets/Dinesh_2022/somsc_check/somsc_timeseries_spinup.png,True,assets/Dinesh_2022/somsc_check/somsc_timeseries_exp.png,True,assets/Dinesh_2022/somsc_check/observed_vs_modeled_somsc.png,False,assets/Dinesh_2022/biomass_check/observed_vs_modeled_biomass.png,False,assets/Dinesh_2022/n2o_check/observed_vs_modeled_n2o.png,False
Dinesh_2024,assets/Dinesh_2024,assets/Dinesh_2024/somsc_check/somsc_check_summary.txt,assets/Dinesh_2024/biomass_check/biomass_check_summary.txt,assets/Dinesh_2024/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,8,0,10,assets/Dinesh_2024/somsc_check/somsc_timeseries_spinup.png,True,assets/Dinesh_2024/somsc_check/somsc_timeseries_exp.png,True,assets/Dinesh_2024/somsc_check/observed_vs_modeled_somsc.png,True,assets/Dinesh_2024/biomass_check/observed_vs_modeled_biomass.png,False,assets/Dinesh_2024/n2o_check/observed_vs_modeled_n2o.png,False
Gabhane_2014,assets/Gabhane_2014,assets/Gabhane_2014/somsc_check/somsc_check_summary.txt,assets/Gabhane_2014/biomass_check/biomass_check_summary.txt,assets/Gabhane_2014/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,10,22,assets/Gabhane_2014/somsc_check/somsc_timeseries_spinup.png,True,assets/Gabhane_2014/somsc_check/somsc_timeseries_exp.png,True,assets/Gabhane_2014/somsc_check/observed_vs_modeled_somsc.png,False,assets/Gabhane_2014/biomass_check/observed_vs_modeled_biomass.png,False,assets/Gabhane_2014/n2o_check/observed_vs_modeled_n2o.png,False
Ghosh_2006,assets/Ghosh_2006,assets/Ghosh_2006/somsc_check/somsc_check_summary.txt,assets/Ghosh_2006/biomass_check/biomass_check_summary.txt,assets/Ghosh_2006/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,40,42,assets/Ghosh_2006/somsc_check/somsc_timeseries_spinup.png,True,assets/Ghosh_2006/somsc_check/somsc_timeseries_exp.png,True,assets/Ghosh_2006/somsc_check/observed_vs_modeled_somsc.png,False,assets/Ghosh_2006/biomass_check/observed_vs_modeled_biomass.png,False,assets/Ghosh_2006/n2o_check/observed_vs_modeled_n2o.png,False
Ghosh_2017,assets/Ghosh_2017,assets/Ghosh_2017/somsc_check/somsc_check_summary.txt,assets/Ghosh_2017/biomass_check/biomass_check_summary.txt,assets/Ghosh_2017/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,0,8,assets/Ghosh_2017/somsc_check/somsc_timeseries_spinup.png,True,assets/Ghosh_2017/somsc_check/somsc_timeseries_exp.png,True,assets/Ghosh_2017/somsc_check/observed_vs_modeled_somsc.png,False,assets/Ghosh_2017/biomass_check/observed_vs_modeled_biomass.png,False,assets/Ghosh_2017/n2o_check/observed_vs_modeled_n2o.png,False
Ghosh_2018,assets/Ghosh_2018,assets/Ghosh_2018/somsc_check/somsc_check_summary.txt,assets/Ghosh_2018/biomass_check/biomass_check_summary.txt,assets/Ghosh_2018/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,6,8,assets/Ghosh_2018/somsc_check/somsc_timeseries_spinup.png,True,assets/Ghosh_2018/somsc_check/somsc_timeseries_exp.png,True,assets/Ghosh_2018/somsc_check/observed_vs_modeled_somsc.png,False,assets/Ghosh_2018/biomass_check/observed_vs_modeled_biomass.png,True,assets/Ghosh_2018/n2o_check/observed_vs_modeled_n2o.png,False
Gopinath_2022,assets/Gopinath_2022,assets/Gopinath_2022/somsc_check/somsc_check_summary.txt,assets/Gopinath_2022/biomass_check/biomass_check_summary.txt,assets/Gopinath_2022/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,9,11,assets/Gopinath_2022/somsc_check/somsc_timeseries_spinup.png,True,assets/Gopinath_2022/somsc_check/somsc_timeseries_exp.png,True,assets/Gopinath_2022/somsc_check/observed_vs_modeled_somsc.png,True,assets/Gopinath_2022/biomass_check/observed_vs_modeled_biomass.png,False,assets/Gopinath_2022/n2o_check/observed_vs_modeled_n2o.png,False
Govindasamy_2020,assets/Govindasamy_2020,assets/Govindasamy_2020/somsc_check/somsc_check_summary.txt,assets/Govindasamy_2020/biomass_check/biomass_check_summary.txt,assets/Govindasamy_2020/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,2,4,assets/Govindasamy_2020/somsc_check/somsc_timeseries_spinup.png,True,assets/Govindasamy_2020/somsc_check/somsc_timeseries_exp.png,True,assets/Govindasamy_2020/somsc_check/observed_vs_modeled_somsc.png,True,assets/Govindasamy_2020/biomass_check/observed_vs_modeled_biomass.png,False,assets/Govindasamy_2020/n2o_check/observed_vs_modeled_n2o.png,False
Gudadhe_2015_reformatted,assets/Gudadhe_2015_reformatted,assets/Gudadhe_2015_reformatted/somsc_check/somsc_check_summary.txt,assets/Gudadhe_2015_reformatted/biomass_check/biomass_check_summary.txt,assets/Gudadhe_2015_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,28,30,assets/Gudadhe_2015_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Gudadhe_2015_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Gudadhe_2015_reformatted/somsc_check/observed_vs_modeled_somsc.png,True,assets/Gudadhe_2015_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Gudadhe_2015_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Hati_2015_reformatted,assets/Hati_2015_reformatted,assets/Hati_2015_reformatted/somsc_check/somsc_check_summary.txt,assets/Hati_2015_reformatted/biomass_check/biomass_check_summary.txt,assets/Hati_2015_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,10,12,assets/Hati_2015_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Hati_2015_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Hati_2015_reformatted/somsc_check/observed_vs_modeled_somsc.png,True,assets/Hati_2015_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Hati_2015_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Hazra_2019,assets/Hazra_2019,assets/Hazra_2019/somsc_check/somsc_check_summary.txt,assets/Hazra_2019/biomass_check/biomass_check_summary.txt,assets/Hazra_2019/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,12,14,assets/Hazra_2019/somsc_check/somsc_timeseries_spinup.png,True,assets/Hazra_2019/somsc_check/somsc_timeseries_exp.png,True,assets/Hazra_2019/somsc_check/observed_vs_modeled_somsc.png,True,assets/Hazra_2019/biomass_check/observed_vs_modeled_biomass.png,False,assets/Hazra_2019/n2o_check/observed_vs_modeled_n2o.png,False
Ishaq_2002_reformatted,assets/Ishaq_2002_reformatted,assets/Ishaq_2002_reformatted/somsc_check/somsc_check_summary.txt,assets/Ishaq_2002_reformatted/biomass_check/biomass_check_summary.txt,assets/Ishaq_2002_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,9,11,assets/Ishaq_2002_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Ishaq_2002_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Ishaq_2002_reformatted/somsc_check/observed_vs_modeled_somsc.png,True,assets/Ishaq_2002_reformatted/biomass_check/observed_vs_modeled_biomass.png,True,assets/Ishaq_2002_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Jain_2018,assets/Jain_2018,assets/Jain_2018/somsc_check/somsc_check_summary.txt,assets/Jain_2018/biomass_check/biomass_check_summary.txt,assets/Jain_2018/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,11,13,assets/Jain_2018/somsc_check/somsc_timeseries_spinup.png,True,assets/Jain_2018/somsc_check/somsc_timeseries_exp.png,True,assets/Jain_2018/somsc_check/observed_vs_modeled_somsc.png,True,assets/Jain_2018/biomass_check/observed_vs_modeled_biomass.png,False,assets/Jain_2018/n2o_check/observed_vs_modeled_n2o.png,False
Jat_2024,assets/Jat_2024,assets/Jat_2024/somsc_check/somsc_check_summary.txt,assets/Jat_2024/biomass_check/biomass_check_summary.txt,assets/Jat_2024/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,0,20,assets/Jat_2024/somsc_check/somsc_timeseries_spinup.png,True,assets/Jat_2024/somsc_check/somsc_timeseries_exp.png,True,assets/Jat_2024/somsc_check/observed_vs_modeled_somsc.png,False,assets/Jat_2024/biomass_check/observed_vs_modeled_biomass.png,False,assets/Jat_2024/n2o_check/observed_vs_modeled_n2o.png,False
