site,site_dir,somsc_summary,biomass_summary,n2o_summary,somsc_result,biomass_result,n2o_result,n2o_summary_plot_count,n2o_year_summary_plot_count,biomass_livec_plot_count,somsc_spinup_png,somsc_spinup_png_exists,somsc_exp_png,somsc_exp_png_exists,somsc_scatter_png,somsc_scatter_png_exists,biomass_scatter_png,biomass_scatter_png_exists,n2o_scatter_png,n2o_scatter_png_exists
Ramu_2024_Alfisol,assets/Ramu_2024_Alfisol,assets/Ramu_2024_Alfisol/somsc_check/somsc_check_summary.txt,assets/Ramu_2024_Alfisol/biomass_check/biomass_check_summary.txt,assets/Ramu_2024_Alfisol/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: OK for Calibration - All points have simulated >= observed (no shortfalls).,2,0,4,assets/Ramu_2024_Alfisol/somsc_check/somsc_timeseries_spinup.png,True,assets/Ramu_2024_Alfisol/somsc_check/somsc_timeseries_exp.png,True,assets/Ramu_2024_Alfisol/somsc_check/observed_vs_modeled_somsc.png,False,assets/Ramu_2024_Alfisol/biomass_check/observed_vs_modeled_biomass.png,False,assets/Ramu_2024_Alfisol/n2o_check/observed_vs_modeled_n2o.png,True
Ramu_2024_vertisol,assets/Ramu_2024_vertisol,assets/Ramu_2024_vertisol/somsc_check/somsc_check_summary.txt,assets/Ramu_2024_vertisol/biomass_check/biomass_check_summary.txt,assets/Ramu_2024_vertisol/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: OK for Calibration - All points have simulated >= observed (no shortfalls).,2,0,4,assets/Ramu_2024_vertisol/somsc_check/somsc_timeseries_spinup.png,True,assets/Ramu_2024_vertisol/somsc_check/somsc_timeseries_exp.png,True,assets/Ramu_2024_vertisol/somsc_check/observed_vs_modeled_somsc.png,False,assets/Ramu_2024_vertisol/biomass_check/observed_vs_modeled_biomass.png,False,assets/Ramu_2024_vertisol/n2o_check/observed_vs_modeled_n2o.png,True
Rudrappa_2006_reformatted,assets/Rudrappa_2006_reformatted,assets/Rudrappa_2006_reformatted/somsc_check/somsc_check_summary.txt,assets/Rudrappa_2006_reformatted/biomass_check/biomass_check_summary.txt,assets/Rudrappa_2006_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,5,7,assets/Rudrappa_2006_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Rudrappa_2006_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Rudrappa_2006_reformatted/somsc_check/observed_vs_modeled_somsc.png,True,assets/Rudrappa_2006_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Rudrappa_2006_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Saha_2010,assets/Saha_2010,assets/Saha_2010/somsc_check/somsc_check_summary.txt,assets/Saha_2010/biomass_check/biomass_check_summary.txt,assets/Saha_2010/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,0,2,assets/Saha_2010/somsc_check/somsc_timeseries_spinup.png,True,assets/Saha_2010/somsc_check/somsc_timeseries_exp.png,False,assets/Saha_2010/somsc_check/observed_vs_modeled_somsc.png,False,assets/Saha_2010/biomass_check/observed_vs_modeled_biomass.png,False,assets/Saha_2010/n2o_check/observed_vs_modeled_n2o.png,False
Saha_2013,assets/Saha_2013,assets/Saha_2013/somsc_check/somsc_check_summary.txt,assets/Saha_2013/biomass_check/biomass_check_summary.txt,assets/Saha_2013/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,12,14,assets/Saha_2013/somsc_check/somsc_timeseries_spinup.png,True,assets/Saha_2013/somsc_check/somsc_timeseries_exp.png,True,assets/Saha_2013/somsc_check/observed_vs_modeled_somsc.png,True,assets/Saha_2013/biomass_check/observed_vs_modeled_biomass.png,False,assets/Saha_2013/n2o_check/observed_vs_modeled_n2o.png,False
Sankar_2011,assets/Sankar_2011,assets/Sankar_2011/somsc_check/somsc_check_summary.txt,assets/Sankar_2011/biomass_check/biomass_check_summary.txt,assets/Sankar_2011/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,,0,0,12,assets/Sankar_2011/somsc_check/somsc_timeseries_spinup.png,True,assets/Sankar_2011/somsc_check/somsc_timeseries_exp.png,True,assets/Sankar_2011/somsc_check/observed_vs_modeled_somsc.png,False,assets/Sankar_2011/biomass_check/observed_vs_modeled_biomass.png,False,assets/Sankar_2011/n2o_check/observed_vs_modeled_n2o.png,False
Sankar_2014_reformatted,assets/Sankar_2014_reformatted,assets/Sankar_2014_reformatted/somsc_check/somsc_check_summary.txt,assets/Sankar_2014_reformatted/biomass_check/biomass_check_summary.txt,assets/Sankar_2014_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,8,10,assets/Sankar_2014_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Sankar_2014_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Sankar_2014_reformatted/somsc_check/observed_vs_modeled_somsc.png,False,assets/Sankar_2014_reformatted/biomass_check/observed_vs_modeled_biomass.png,True,assets/Sankar_2014_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Sathish_2018,assets/Sathish_2018,assets/Sathish_2018/somsc_check/somsc_check_summary.txt,assets/Sathish_2018/biomass_check/biomass_check_summary.txt,assets/Sathish_2018/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,5,0,7,assets/Sathish_2018/somsc_check/somsc_timeseries_spinup.png,True,assets/Sathish_2018/somsc_check/somsc_timeseries_exp.png,True,assets/Sathish_2018/somsc_check/observed_vs_modeled_somsc.png,False,assets/Sathish_2018/biomass_check/observed_vs_modeled_biomass.png,False,assets/Sathish_2018/n2o_check/observed_vs_modeled_n2o.png,False
Shukla_2018,assets/Shukla_2018,assets/Shukla_2018/somsc_check/somsc_check_summary.txt,assets/Shukla_2018/biomass_check/biomass_check_summary.txt,assets/Shukla_2018/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,,0,0,26,assets/Shukla_2018/somsc_check/somsc_timeseries_spinup.png,True,assets/Shukla_2018/somsc_check/somsc_timeseries_exp.png,True,assets/Shukla_2018/somsc_check/observed_vs_modeled_somsc.png,False,assets/Shukla_2018/biomass_check/observed_vs_modeled_biomass.png,False,assets/Shukla_2018/n2o_check/observed_vs_modeled_n2o.png,False
Singh_2007,assets/Singh_2007,assets/Singh_2007/somsc_check/somsc_check_summary.txt,assets/Singh_2007/biomass_check/biomass_check_summary.txt,assets/Singh_2007/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,6,0,8,assets/Singh_2007/somsc_check/somsc_timeseries_spinup.png,True,assets/Singh_2007/somsc_check/somsc_timeseries_exp.png,True,assets/Singh_2007/somsc_check/observed_vs_modeled_somsc.png,True,assets/Singh_2007/biomass_check/observed_vs_modeled_biomass.png,False,assets/Singh_2007/n2o_check/observed_vs_modeled_n2o.png,False
Singh_2024,assets/Singh_2024,assets/Singh_2024/somsc_check/somsc_check_summary.txt,assets/Singh_2024/biomass_check/biomass_check_summary.txt,assets/Singh_2024/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,16,18,assets/Singh_2024/somsc_check/somsc_timeseries_spinup.png,True,assets/Singh_2024/somsc_check/somsc_timeseries_exp.png,True,assets/Singh_2024/somsc_check/observed_vs_modeled_somsc.png,True,assets/Singh_2024/biomass_check/observed_vs_modeled_biomass.png,False,assets/Singh_2024/n2o_check/observed_vs_modeled_n2o.png,False
Somasundaram_2018_reformatted,assets/Somasundaram_2018_reformatted,assets/Somasundaram_2018_reformatted/somsc_check/somsc_check_summary.txt,assets/Somasundaram_2018_reformatted/biomass_check/biomass_check_summary.txt,assets/Somasundaram_2018_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,6,8,assets/Somasundaram_2018_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Somasundaram_2018_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Somasundaram_2018_reformatted/somsc_check/observed_vs_modeled_somsc.png,True,assets/Somasundaram_2018_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Somasundaram_2018_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Somasundaram_2019_reformatted,assets/Somasundaram_2019_reformatted,assets/Somasundaram_2019_reformatted/somsc_check/somsc_check_summary.txt,assets/Somasundaram_2019_reformatted/biomass_check/biomass_check_summary.txt,assets/Somasundaram_2019_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,8,10,assets/Somasundaram_2019_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Somasundaram_2019_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Somasundaram_2019_reformatted/somsc_check/observed_vs_modeled_somsc.png,True,assets/Somasundaram_2019_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Somasundaram_2019_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Sonune_2021_reformatted,assets/Sonune_2021_reformatted,assets/Sonune_2021_reformatted/somsc_check/somsc_check_summary.txt,assets/Sonune_2021_reformatted/biomass_check/biomass_check_summary.txt,assets/Sonune_2021_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,14,16,assets/Sonune_2021_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Sonune_2021_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Sonune_2021_reformatted/somsc_check/observed_vs_modeled_somsc.png,True,assets/Sonune_2021_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Sonune_2021_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Srinivasarao_2012a,assets/Srinivasarao_2012a,assets/Srinivasarao_2012a/somsc_check/somsc_check_summary.txt,assets/Srinivasarao_2012a/biomass_check/biomass_check_summary.txt,assets/Srinivasarao_2012a/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,5,7,assets/Srinivasarao_2012a/somsc_check/somsc_timeseries_spinup.png,True,assets/Srinivasarao_2012a/somsc_check/somsc_timeseries_exp.png,True,assets/Srinivasarao_2012a/somsc_check/observed_vs_modeled_somsc.png,True,assets/Srinivasarao_2012a/biomass_check/observed_vs_modeled_biomass.png,False,assets/Srinivasarao_2012a/n2o_check/observed_vs_modeled_n2o.png,False
Srinivasarao_2012b_reformatted,assets/Srinivasarao_2012b_reformatted,assets/Srinivasarao_2012b_reformatted/somsc_check/somsc_check_summary.txt,assets/Srinivasarao_2012b_reformatted/biomass_check/biomass_check_summary.txt,assets/Srinivasarao_2012b_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,5,7,assets/Srinivasarao_2012b_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Srinivasarao_2012b_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Srinivasarao_2012b_reformatted/somsc_check/observed_vs_modeled_somsc.png,True,assets/Srinivasarao_2012b_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Srinivasarao_2012b_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Srinivasarao_2012c,assets/Srinivasarao_2012c,assets/Srinivasarao_2012c/somsc_check/somsc_check_summary.txt,assets/Srinivasarao_2012c/biomass_check/biomass_check_summary.txt,assets/Srinivasarao_2012c/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,7,9,assets/Srinivasarao_2012c/somsc_check/somsc_timeseries_spinup.png,True,assets/Srinivasarao_2012c/somsc_check/somsc_timeseries_exp.png,True,assets/Srinivasarao_2012c/somsc_check/observed_vs_modeled_somsc.png,True,assets/Srinivasarao_2012c/biomass_check/observed_vs_modeled_biomass.png,True,assets/Srinivasarao_2012c/n2o_check/observed_vs_modeled_n2o.png,False
Srinivasarao_2019,assets/Srinivasarao_2019,assets/Srinivasarao_2019/somsc_check/somsc_check_summary.txt,assets/Srinivasarao_2019/biomass_check/biomass_check_summary.txt,assets/Srinivasarao_2019/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,9,11,assets/Srinivasarao_2019/somsc_check/somsc_timeseries_spinup.png,True,assets/Srinivasarao_2019/somsc_check/somsc_timeseries_exp.png,True,assets/Srinivasarao_2019/somsc_check/observed_vs_modeled_somsc.png,True,assets/Srinivasarao_2019/biomass_check/observed_vs_modeled_biomass.png,True,assets/Srinivasarao_2019/n2o_check/observed_vs_modeled_n2o.png,False
Srinivasarao_2021,assets/Srinivasarao_2021,assets/Srinivasarao_2021/somsc_check/somsc_check_summary.txt,assets/Srinivasarao_2021/biomass_check/biomass_check_summary.txt,assets/Srinivasarao_2021/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,4,0,6,assets/Srinivasarao_2021/somsc_check/somsc_timeseries_spinup.png,True,assets/Srinivasarao_2021/somsc_check/somsc_timeseries_exp.png,True,assets/Srinivasarao_2021/somsc_check/observed_vs_modeled_somsc.png,True,assets/Srinivasarao_2021/biomass_check/observed_vs_modeled_biomass.png,False,assets/Srinivasarao_2021/n2o_check/observed_vs_modeled_n2o.png,False
Srivastava_2018,assets/Srivastava_2018,assets/Srivastava_2018/somsc_check/somsc_check_summary.txt,assets/Srivastava_2018/biomass_check/biomass_check_summary.txt,assets/Srivastava_2018/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,6,0,8,assets/Srivastava_2018/somsc_check/somsc_timeseries_spinup.png,True,assets/Srivastava_2018/somsc_check/somsc_timeseries_exp.png,True,assets/Srivastava_2018/somsc_check/observed_vs_modeled_somsc.png,True,assets/Srivastava_2018/biomass_check/observed_vs_modeled_biomass.png,False,assets/Srivastava_2018/n2o_check/observed_vs_modeled_n2o.png,False
Suman_2009,assets/Suman_2009,assets/Suman_2009/somsc_check/somsc_check_summary.txt,assets/Suman_2009/biomass_check/biomass_check_summary.txt,assets/Suman_2009/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,6,0,8,assets/Suman_2009/somsc_check/somsc_timeseries_spinup.png,True,assets/Suman_2009/somsc_check/somsc_timeseries_exp.png,True,assets/Suman_2009/somsc_check/observed_vs_modeled_somsc.png,True,assets/Suman_2009/biomass_check/observed_vs_modeled_biomass.png,False,assets/Suman_2009/n2o_check/observed_vs_modeled_n2o.png,False
Sun_2022_update version,assets/Sun_2022_update version,assets/Sun_2022_update version/somsc_check/somsc_check_summary.txt,assets/Sun_2022_update version/biomass_check/biomass_check_summary.txt,assets/Sun_2022_update version/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: OK for Calibration - All points have simulated >= observed (no shortfalls).,7,7,9,assets/Sun_2022_update version/somsc_check/somsc_timeseries_spinup.png,True,assets/Sun_2022_update version/somsc_check/somsc_timeseries_exp.png,True,assets/Sun_2022_update version/somsc_check/observed_vs_modeled_somsc.png,False,assets/Sun_2022_update version/biomass_check/observed_vs_modeled_biomass.png,True,assets/Sun_2022_update version/n2o_check/observed_vs_modeled_n2o.png,True
Surendran_2016,assets/Surendran_2016,assets/Surendran_2016/somsc_check/somsc_check_summary.txt,assets/Surendran_2016/biomass_check/biomass_check_summary.txt,assets/Surendran_2016/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,6,0,8,assets/Surendran_2016/somsc_check/somsc_timeseries_spinup.png,True,assets/Surendran_2016/somsc_check/somsc_timeseries_exp.png,True,assets/Surendran_2016/somsc_check/observed_vs_modeled_somsc.png,True,assets/Surendran_2016/biomass_check/observed_vs_modeled_biomass.png,False,assets/Surendran_2016/n2o_check/observed_vs_modeled_n2o.png,False
Sutaria_2010,assets/Sutaria_2010,assets/Sutaria_2010/somsc_check/somsc_check_summary.txt,assets/Sutaria_2010/biomass_check/biomass_check_summary.txt,assets/Sutaria_2010/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,12,14,assets/Sutaria_2010/somsc_check/somsc_timeseries_spinup.png,True,assets/Sutaria_2010/somsc_check/somsc_timeseries_exp.png,True,assets/Sutaria_2010/somsc_check/observed_vs_modeled_somsc.png,True,assets/Sutaria_2010/biomass_check/observed_vs_modeled_biomass.png,False,assets/Sutaria_2010/n2o_check/observed_vs_modeled_n2o.png,False
Tigga_2020,assets/Tigga_2020,assets/Tigga_2020/somsc_check/somsc_check_summary.txt,assets/Tigga_2020/biomass_check/biomass_check_summary.txt,assets/Tigga_2020/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,0,14,assets/Tigga_2020/somsc_check/somsc_timeseries_spinup.png,True,assets/Tigga_2020/somsc_check/somsc_timeseries_exp.png,True,assets/Tigga_2020/somsc_check/observed_vs_modeled_somsc.png,False,assets/Tigga_2020/biomass_check/observed_vs_modeled_biomass.png,False,assets/Tigga_2020/n2o_check/observed_vs_modeled_n2o.png,False
Trivedi_2020,assets/Trivedi_2020,assets/Trivedi_2020/somsc_check/somsc_check_summary.txt,assets/Trivedi_2020/biomass_check/biomass_check_summary.txt,assets/Trivedi_2020/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,8,10,assets/Trivedi_2020/somsc_check/somsc_timeseries_spinup.png,True,assets/Trivedi_2020/somsc_check/somsc_timeseries_exp.png,True,assets/Trivedi_2020/somsc_check/observed_vs_modeled_somsc.png,True,assets/Trivedi_2020/biomass_check/observed_vs_modeled_biomass.png,True,assets/Trivedi_2020/n2o_check/observed_vs_modeled_n2o.png,False
Usman_2014_reformatted,assets/Usman_2014_reformatted,assets/Usman_2014_reformatted/somsc_check/somsc_check_summary.txt,assets/Usman_2014_reformatted/biomass_check/biomass_check_summary.txt,assets/Usman_2014_reformatted/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,15,17,assets/Usman_2014_reformatted/somsc_check/somsc_timeseries_spinup.png,True,assets/Usman_2014_reformatted/somsc_check/somsc_timeseries_exp.png,True,assets/Usman_2014_reformatted/somsc_check/observed_vs_modeled_somsc.png,False,assets/Usman_2014_reformatted/biomass_check/observed_vs_modeled_biomass.png,False,assets/Usman_2014_reformatted/n2o_check/observed_vs_modeled_n2o.png,False
Venkatesh_2013,assets/Venkatesh_2013,assets/Venkatesh_2013/somsc_check/somsc_check_summary.txt,assets/Venkatesh_2013/biomass_check/biomass_check_summary.txt,assets/Venkatesh_2013/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,12,14,assets/Venkatesh_2013/somsc_check/somsc_timeseries_spinup.png,True,assets/Venkatesh_2013/somsc_check/somsc_timeseries_exp.png,True,assets/Venkatesh_2013/somsc_check/observed_vs_modeled_somsc.png,True,assets/Venkatesh_2013/biomass_check/observed_vs_modeled_biomass.png,False,assets/Venkatesh_2013/n2o_check/observed_vs_modeled_n2o.png,False
Verma_2022,assets/Verma_2022,assets/Verma_2022/somsc_check/somsc_check_summary.txt,assets/Verma_2022/biomass_check/biomass_check_summary.txt,assets/Verma_2022/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,6,8,assets/Verma_2022/somsc_check/somsc_timeseries_spinup.png,True,assets/Verma_2022/somsc_check/somsc_timeseries_exp.png,True,assets/Verma_2022/somsc_check/observed_vs_modeled_somsc.png,True,assets/Verma_2022/biomass_check/observed_vs_modeled_biomass.png,False,assets/Verma_2022/n2o_check/observed_vs_modeled_n2o.png,False
Virk_2017,assets/Virk_2017,assets/Virk_2017/somsc_check/somsc_check_summary.txt,assets/Virk_2017/biomass_check/biomass_check_summary.txt,assets/Virk_2017/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,12,14,assets/Virk_2017/somsc_check/somsc_timeseries_spinup.png,True,assets/Virk_2017/somsc_check/somsc_timeseries_exp.png,True,assets/Virk_2017/somsc_check/observed_vs_modeled_somsc.png,False,assets/Virk_2017/biomass_check/observed_vs_modeled_biomass.png,False,assets/Virk_2017/n2o_check/observed_vs_modeled_n2o.png,False
Wagh_2016,assets/Wagh_2016,assets/Wagh_2016/somsc_check/somsc_check_summary.txt,assets/Wagh_2016/biomass_check/biomass_check_summary.txt,assets/Wagh_2016/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - No biomass/grain observations in the observation file.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,0,9,assets/Wagh_2016/somsc_check/somsc_timeseries_spinup.png,True,assets/Wagh_2016/somsc_check/somsc_timeseries_exp.png,True,assets/Wagh_2016/somsc_check/observed_vs_modeled_somsc.png,False,assets/Wagh_2016/biomass_check/observed_vs_modeled_biomass.png,False,assets/Wagh_2016/n2o_check/observed_vs_modeled_n2o.png,False
Yadav_2021,assets/Yadav_2021,assets/Yadav_2021/somsc_check/somsc_check_summary.txt,assets/Yadav_2021/biomass_check/biomass_check_summary.txt,assets/Yadav_2021/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,0,2,assets/Yadav_2021/somsc_check/somsc_timeseries_spinup.png,True,assets/Yadav_2021/somsc_check/somsc_timeseries_exp.png,False,assets/Yadav_2021/somsc_check/observed_vs_modeled_somsc.png,False,assets/Yadav_2021/biomass_check/observed_vs_modeled_biomass.png,False,assets/Yadav_2021/n2o_check/observed_vs_modeled_n2o.png,False
Yang_2024,assets/Yang_2024,assets/Yang_2024/somsc_check/somsc_check_summary.txt,assets/Yang_2024/biomass_check/biomass_check_summary.txt,assets/Yang_2024/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - Comparison CSV not found (extract_N2O failed).,6,6,8,assets/Yang_2024/somsc_check/somsc_timeseries_spinup.png,True,assets/Yang_2024/somsc_check/somsc_timeseries_exp.png,True,assets/Yang_2024/somsc_check/observed_vs_modeled_somsc.png,True,assets/Yang_2024/biomass_check/observed_vs_modeled_biomass.png,False,assets/Yang_2024/n2o_check/observed_vs_modeled_n2o.png,False
Zhang_2013,assets/Zhang_2013,assets/Zhang_2013/somsc_check/somsc_check_summary.txt,assets/Zhang_2013/biomass_check/biomass_check_summary.txt,assets/Zhang_2013/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - No major discrepancies found.,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: CANNOT ASSESS - No N2O flux observations in the observation file.,0,3,5,assets/Zhang_2013/somsc_check/somsc_timeseries_spinup.png,True,assets/Zhang_2013/somsc_check/somsc_timeseries_exp.png,True,assets/Zhang_2013/somsc_check/observed_vs_modeled_somsc.png,True,assets/Zhang_2013/biomass_check/observed_vs_modeled_biomass.png,True,assets/Zhang_2013/n2o_check/observed_vs_modeled_n2o.png,False
iari,assets/iari,assets/iari/somsc_check/somsc_check_summary.txt,assets/iari/biomass_check/biomass_check_summary.txt,assets/iari/n2o_check/n2o_check_summary.txt,,,,0,0,0,assets/iari/somsc_check/somsc_timeseries_spinup.png,False,assets/iari/somsc_check/somsc_timeseries_exp.png,False,assets/iari/somsc_check/observed_vs_modeled_somsc.png,False,assets/iari/biomass_check/observed_vs_modeled_biomass.png,False,assets/iari/n2o_check/observed_vs_modeled_n2o.png,False
